code	alternate_title
29-1161.00	["Certified Midwife","Certified Nurse Midwife (CNM)","Certified Nurse Midwife (CNM)","Certified Nurse-Midwife","Certified Professional Midwife","Direct-Entry Midwife","Dispensing Nurse","Gynecological Oncology Licensed Nurse (Gynecological Oncology LN)","Nurse Midwife","Postpartum Nurse","Registered Nurse Midwife","Senior Instructor, Certified Nurse Midwife","Staff Certified Nurse Midwife","Staff Midwife","Staff Nurse Midwife","Staff Nurse-Midwife"]
29-1171.00	["Acute Care Nurse Practitioner","Adult Nurse Practitioner","Advanced Practice Registered Nurse (APRN)","Cardiology Nurse Practitioner","Certified Nurse Practitioner","Certified Pediatric Nurse Practitioner","Certified Registered Nurse Practitioner","Dermatology Nurse Practitioner","Electrophysiology Nurse Practitioner","Emergency Medicine Nurse Practitioner","Family Health Nurse Practitioner","Family Nurse Practitioner (FNP)","Family Practice Certified Advanced Registered Nurse Practitioner","Family Practice Nurse Practitioner","Gastroenterology Nurse Practitioner","Gerontological Nurse Practitioner","Internal Medicine Nurse Practitioner","Licensed Nurse Practitioner (LNP)","Medical Surgery Nurse","Neonatal Nurse Practitioner (NNP)","Neurosurgical Nurse Practitioner","Nurse Practitioner (NP)","Nurse Practitioner, Adult","Nurse Practitioner\/Physician's Assistant (NP PA)","Obstetrics-Gynecology Nurse Practitioner","Orthopedic Nurse Practitioner","Palliative Care Nurse Practitioner","Pediatric Nurse Practitioner (PNP)","Psychiatric Nurse Practitioner","Surgical Nurse Practitioner","Women's Health Care Nurse Practitioner"]
29-1181.00	["Audiologist","Audiology Doctor (AUD)","Certificate of Clinical Competence in Audiology Licensed Audiologist (CCC-A Licensed Audiologist)","Clinical Audiologist","Dispensing Audiologist","Doctor of Audiology","Educational Audiologist","Hearing Therapist","Licensed Audiologist","Pediatric Audiologist"]
29-1211.00	["Anaesthesiologist","Anesthesiologist","Anesthetist","Attending Anesthesiologist","Medical Doctor (MD)","Obstetrical Anesthesiologist","Physician Anesthesiologist","Staff Anesthesiologist","Staff Anesthetist"]
29-1212.00	["Cardiologist","Cardiology Physician","Electrophysiology Cardiologist","Interventional Cardiologist","Medical Doctor (MD)","Noninvasive Cardiologist","Pediatric Cardiologist","Physician"]
29-1213.00	["Clinical Dermatologist","Dermatological Surgeon","Dermatologist","Dermatologist and Dermatopathologist","Dermatologist, Clinical Investigator, Dermatopathologist","Dermatologist, Managing Partner","MD Physician-Dermatologist","Medical Dermatologist","Medical Doctor MD","MOHS Surgeon\/General Dermatologist","Pediatric Dermatologist","Physician","Practicing Dermatologist"]
29-1214.00	["Critical Care Physician","Emergency Department Doctor (ED Doctor)","Emergency Department Physician (ED Physician)","Emergency Doctor","Emergency Medicine Physician","Emergency Medicine Specialist","Emergency Physician","Emergency Room Doctor (ER Doctor)","Emergency Room Physician (ER Physician)","Medical Doctor (MD)","Physician","Trauma Doctor","Urgent Care Physician"]
29-1215.00	["Board Certified Family Physician","Doctor","Family Medicine Physician","Family Physician","Family Practice Medical Doctor (FP MD)","Family Practice Physician (FP Physician)","Family Practitioner","General Practice Doctor (GP Doctor)","General Practitioner","Geriatric Physician","Geriatrician","Medical Doctor (MD)","Medical Staff Physician","Occupational Physician","Physician","Primary Care Physician","Public Health Physician"]
29-1216.00	["Attending Physician","Doctor","Endocrinologist","Gastroenterologist","General Internal Medicine Doctor","General Internal Medicine Physician","General Internist","Hematologist","Internal Medicine Doctor","Internal Medicine Physician (IM Physician)","Internist","Internist, Medical Doctor MD","Medical Doctor (MD)","Oncologist","Oncology Physician","Physician","Physicians and Surgeons","Primary Care Physician","Pulmonologist","Rheumatologist","Trauma Doctor"]
29-1217.00	["Adult and Pediatric Neurologist","Adult Neurologist","Attending Physician","Child Neurologist","Chiropractic Neurologist","General Neurologist","MD","Neurologist","Neurologist and Director of Medical Research","Neurophysiologist","Osteopathic Neurologist","Pediatric Neurologist","Physician","Vascular Neurologist"]
29-1218.00	["Attending Physician","Doctor","Gynecologist","Medical Doctor (MD)","OB\/GYN (Obstetrician \/ Gynecologist)","OB\/GYN (Obstetrician Gynecologist)","OB\/GYN Doctor (Obstetrics\/Gynecology Doctor)","OB\/GYN Physician (Obstetrics and Gynecology Physician)","Obstetrician","Obstetrician\/Gynecologist (OB\/GYN)","Obstetrics Gynecology MD (OB\/GYN MD)","Obstetrics Gynecology Physician (OB\/GYN Physician)","Obstetrics Specialist (OB Specialist)","Physician","Physician Gynecologist","Physicians and Surgeons","Reproductive Endocrinologist"]
29-1221.00	["Baby Doctor","Developmental Pediatrician","Doctor","Emergency Room Pediatrician (ER Pediatrician)","General Pediatrician","Group Practice Pediatrician","Medical Doctor (MD)","Paediatrician","Pediatric Emergency Medicine Physician","Pediatric Physician","Pediatrician","Pediatrics Physician","Pediatrist","Physician","Primary Care Pediatrician"]
29-1222.00	["Anatomic Pathologist","Animal Pathologist","Autopsy Pathologist","Chemical Pathologist","Clinical Pathologist","Cytologist","Cytopathologist","Dermatopathologist","Forensic Pathologist","Hematopathologist","Histopathologist","Immunopathologist","Medical Pathologist","Molecular Genetic Pathologist","Molecular Pathologist","Neuropathologist","Ocular Pathologist","Ophthalmic Pathologist","Oral Pathologist","Pathologist","Pediatric Pathologist","Poultry Pathologist","Surgical Pathologist","Veterinary Pathologist"]
29-1223.00	["Addiction Psychiatrist","Adult Psychiatrist","Behavioral Analyst","Behavioral Specialist","Child & Adolescent Psychiatrist","Child Psychiatrist","Clinical Psychiatrist","Consulting Psychiatrist","Doctor","Forensic Psychiatrist","Geriatric Psychiatrist","Medical Doctor (MD)","Neuropsychiatrist","Outpatient Psychiatrist","Pediatric Psychiatrist","Physicians and Surgeons","Prison Psychiatrist","Psychiatrist","Psychiatry Physician","Psychoanalyst","Staff Psychiatrist"]
29-1224.00	["Attending Physician","Attending Radiologist","Breast Imaging Radiologist","Diagnostic Radiologist","Interventional Neuroradiologist","Interventional Radiologist","Mammographer","Neuroradiologist","Nuclear Medicine Medical Doctor","Nuclear Medicine Officer","Nuclear Medicine Physician","Nuclear Medicine Specialist","Nuclear Physician","Nuclear Radiologist","Pediatric Radiologist","Physician","Radiologist","Radiologist Diagnostic","Radiologist Physician","Teleradiologist","Therapeutic Radiologist","Vascular Internationalist","Vascular Radiologist","Veterinary Radiologist"]
29-1229.00	["Allopathic Doctor","Aurist","Aviation Medicine Specialist","Cardiologist","Cardiovascular Disease Specialist","Chemical Dependency Therapist","Clinical Fellow","Colon Therapist","Corrective and Manual Arts Therapist","Corrective Therapist","County Health Officer","Critical Care Physician","Dermatologist","Diagnostician","Doctor","Doctor of Medicine","Doctor of Osteopathy","Doctor of Radiology","Drugless Doctor","Drugless Physician","Ear Specialist","Echocardiologist","Eclectic Doctor","Emergency Doctor","Emergency Medicine Physician","Emergency Medicine Specialist","Emergency Room Physician","Eye Physician","Eye Specialist","Flight Surgeon","Forensic Medical Examiner","Gastroenterologist","Health Officer","Heart Specialist","Hematologist","Hospice Fellow","Hospital Fellow","Immunologist","Intern","Laryngologist","Magnetic Doctor","Magnetic Healer","Manipulative Therapy Specialist","Manual Arts Therapist","Medical Doctor (MD)","Medical Examiner","Medical Resident","Medical Specialist","Medicine Worker","Musical Therapist","Neonatal Doctor","Neonatal Surgeon","Neonatologist","Nephrologist","Neurologist","Occupational Medicine Specialist","Occupational Physician","Oculist","Oncologist","Ophthalmologist","Orthopaedic Doctor","Orthopedist","Osteopath","Osteopathic Physician","Osteopathic Resident","Osteopathy Doctor (DO)","Otolaryngologist","Otorhinolaryngologist","Pathologist","Pediatric Cardiologist","Pediatric Oncologist","Pediatric Surgeon","Physiatrist","Physician","Police Surgeon","Proctologist","Public Health Doctor","Pulmonary Disease Specialist","Pulmonary Physician","Pulmonologist","Radiologist","Resident","Resident Doctor","Resident Intern","Resident Physician","Rheumatologist","Rhinologist","Roentgenologist","Sanipractic Physician","Staff Physician","Tuberculosis Specialist","Urologist","X Ray Physician"]
29-1229.01	["Allergist","Allergist\/Immunologist","Allergist\/Immunologist, Physician","Allergist\/MD","Allergist\/Pediatric Pulmonologist","Allergy and Immunology Specialist","Allergy Physician","Allergy Specialist","Clinical Academic Allergist","Clinical Allergist","Clinical Immunologist","Doctor","Immunologist","Immunology Specialist","Laboratory Immunologist","MD","MD Pediatric Allergist","Pediatric Allergist","Pediatric Immunologist","Physician","Physician, Owner of Independent Medical Practice","Transplant Immunologist"]
29-1229.02	["Academic Hospitalist","Associate Chief, Section of Hospital Medicine","Chief of Hospital Medicine","Chief of Internal Medicine","Hospital Medicine Director","Hospitalist","Hospitalist Medical Director","Hospitalist Program Director","Inpatient Services Director","Intensivist","Internal Medicine Hospitalist","Neonatal Intensive Care Unit Hospitalist","Pediatric Hospitalist"]
29-1229.03	["Acute Care Physician","Attending Physician","Attending Urologist","Male Infertility Specialist","MD Urologist","Medical Doctor","Neuro-urologist","Neurourologist","Pediatric Urologist","Physician","Urologic Surgeon","Urologist","Urologist MD","Urologist, Physician"]
29-1229.04	["Attending Physiatrist, Residency Program Director","Attending Physician","Doctor of Medicine\/Physical Medicine and Rehabilitation PM&R Specialist","Interventional Pain Physician","Interventional Physiatrist","Medical Director Acute Rehabilitation Unit Physiatrist","Pain Management Physician","Pain Medicine Physician","Pediatric Physiatrist","Physiatrist","Physiatrist Consultant","Physical Medicine and Rehabilitation Physician, Medical Director","Physical Medicine and Rehabilitation Specialist","Physical Medicine Physician","Physical Medicine Rehabilitation Physiatrist","Physician","Rehabilitation Engineer","Rehabilitation Physician","Rehabilitation Specialist"]
29-1229.05	["Aerospace Medicine Physician","Environmental Health Physician","Occupational Health Physician","Occupational Medicine Officer","Occupational Medicine Physician","Occupational Physician","Preventive Medicine Officer","Preventive Medicine Physician","Preventive Medicine Specialist","Primary Clinician","Public Health Officer","Public Health Physician"]
29-1229.06	["Athletic Team Physician","Director of Athletic Medicine, Head Team Physician","Family Medicine\/Sports Medicine Specialist\/Team Physician","Head Orthopedic Team Physician","Industrial Sports Medicine Professional","Industrial Sports Medicine Specialist","Nonsurgical Primary Care Sports Medicine Physician","Pediatric Sports Medicine Specialist","Physician","Physician, Primary Care Sports Medicine","Sports Doctor","Sports Medicine Physician","Sports Medicine Specialist","Sports Physician","Team Physician"]
29-1241.00	["Comprehensive Ophthalmologist","General Ophthalmologist","Neuro-Ophthalmologist","Ophthalmologist","Ophthalmologist-Retina Specialist","Physician","Refractive Surgeon","Retina Subspecialist","Retinal Surgeon","Vitreo-Retinal Surgeon"]
29-1242.00	["Doctor","General Surgeon","Hand Surgeon","Medical Doctor (MD)","Orthopaedic Surgeon","Orthopedic Surgeon","Physician","Physician Surgeon","Podiatric Foot and Ankle Specialist","Spinal Surgeon","Surgeon","Surgical Endoscopist","Transverse Abdominal Muscle Surgeon (TRAM Surgeon)","Trauma Doctor","Trauma Surgeon","Upper Extremity Surgeon"]
29-1243.00	["Brain Surgeon","Cardiac Surgeon","Cardiothoracic Surgeon","Cardiovascular Surgeon","Colon and Rectal Surgeon","Colorectal Surgeon","Cosmetic Surgeon","Dermatologist","Doctor","Eye Surgeon","General Surgeon","Hand Surgeon","Heart Doctor","Heart Surgeon","Internal Medicine Physician","Medical Doctor (MD)","Neurological Surgeon","Neurosurgeon","Ophthalmic Surgeon","Ophthalmologist","Pediatric Surgeon","Physician","Physician Surgeon","Plastic Surgeon","Podiatric Foot and Ankle Specialist","Reconstructive Surgeon","Spinal Surgeon","Surgeon","Surgical Endoscopist","Surgical Oncologist","Thoracic Surgeon","Transplant Surgeon","Transverse Abdominal Muscle Surgeon (TRAM Surgeon)","Trauma Doctor","Trauma Surgeon","Upper Extremity Surgeon","Urologic Surgeon","Urologist","Vascular Surgeon"]
29-1249.00	
29-1291.00	["Acupressure Therapist","Acupressurist","Acupuncture Doctor","Acupuncture Physician","Acupuncture Provider","Acupuncturist","Auricular Acupuncturist","Auricular Detoxification Specialist","Auricular Therapist","Chinese Medical Doctor","Herbalist","Licensed Acupuncturist (LAC)","Oriental Medicine Provider","Traditional Chinese Medicine Doctor","Traditional Chinese Medicine Practitioner"]
